subtaskID,datapointID,answer
1,0,387.670821
1,1,103.290066
1,2,137.841460
1,3,1.156600
1,4,459.577431
1,5,59.093737
1,6,242.430711
1,7,286.049679
1,8,223.426703
1,9,298.879235
1,10,215.391488
1,11,9.616667
1,12,109.292767
1,13,195.816419
1,14,59.002645
1,15,239.125438
1,16,208.854498
1,17,224.265283
1,18,249.266915
1,19,504.174288
1,20,125.533308
1,21,229.899207
1,22,298.727788
1,23,354.175599
1,24,242.704664
1,25,59.893370
1,26,210.731608
1,27,175.275729
1,28,108.455574
1,29,8.941807
1,30,313.404590
1,31,60.988436
1,32,147.188882
1,33,468.092956
1,34,8.880778
1,35,473.679439
1,36,242.863697
1,37,301.405912
1,38,102.060129
1,39,174.143171
1,40,60.994303
1,41,385.107616
1,42,142.474225
1,43,269.070686
1,44,396.391543
1,45,112.469033
1,46,17.207248
1,47,312.012702
1,48,134.864834
1,49,191.720341
1,50,151.626650
1,51,268.204350
1,52,176.854260
1,53,60.705853
1,54,184.413418
1,55,126.887869
1,56,234.835551
1,57,174.395223
1,58,109.022518
1,59,449.485653
1,60,59.344136
1,61,202.138826
1,62,59.150575
1,63,314.915207
1,64,145.223210
1,65,178.644014
1,66,58.668653
1,67,150.121257
1,68,181.626703
1,69,304.272153
1,70,59.259376
1,71,250.289356
1,72,60.702223
1,73,246.478447
1,74,249.663943
1,75,230.903348
1,76,109.449065
1,77,75.140525
1,78,9.387887
1,79,268.967706
1,80,58.985716
1,81,452.828693
1,82,347.001284
1,83,273.462048
1,84,153.987460
1,85,206.875810
1,86,105.850171
1,87,173.239283
1,88,233.798037
1,89,233.176565
1,90,284.751105
1,91,85.773082
1,92,61.099588
1,93,393.662184
1,94,936.448092
1,95,867.667388
1,96,661.792176
1,97,639.032070
1,98,477.308175
1,99,50.176867
1,100,512.557922
1,101,172.961504
1,102,471.712381
1,103,325.130337
1,104,455.101084
1,105,296.742812
1,106,141.266585
1,107,328.852281
1,108,100.751961
1,109,278.998526
1,110,495.326230
1,111,176.726444
1,112,528.042089
1,113,129.306260
1,114,407.250172
1,115,900.556179
1,116,460.044589
1,117,475.729634
1,118,319.070570
1,119,202.187898
1,120,220.521972
1,121,56.659259
1,122,203.774576
1,123,296.815997
1,124,523.842376
1,125,252.252129
1,126,553.434444
1,127,157.632432
1,128,105.214186
1,129,259.318596
1,130,271.182385
1,131,56.103593
1,132,332.755815
1,133,55.896386
1,134,101.352780
1,135,56.717930
1,136,172.618540
1,137,260.925056
1,138,379.077631
1,139,383.557108
1,140,329.540868
1,141,214.223329
1,142,99.914744
1,143,328.786720
1,144,291.657034
1,145,314.968853
1,146,55.622758
1,147,290.952691
1,148,3.152811
1,149,245.152284
1,150,199.249172
1,151,54.861824
1,152,150.058878
1,153,270.078375
1,154,274.986326
1,155,351.308063
1,156,288.995772
1,157,393.267052
1,158,391.699119
1,159,57.841045
1,160,163.922224
1,161,291.098388
1,162,169.748693
1,163,243.792615
1,164,175.466883
1,165,95.360150
1,166,364.698507
1,167,50.678048
1,168,382.156662
1,169,260.005573
1,170,256.375069
1,171,404.787961
1,172,491.499553
1,173,53.526139
1,174,245.814970
1,175,97.861281
1,176,314.015566
1,177,55.290643
1,178,300.959602
1,179,174.297503
1,180,286.443283
1,181,299.222496
1,182,84.949255
1,183,408.983303
1,184,454.643311
1,185,475.601432
1,186,471.762728
1,187,363.508283
1,188,59.372124
1,189,201.490437
1,190,56.516467
1,191,201.102023
1,192,278.408850
1,193,56.359415
1,194,138.316828
1,195,278.763902
1,196,103.084656
1,197,137.774769
1,198,55.315016
1,199,603.583142
1,200,56.131144
1,201,333.233475
1,202,148.540311
1,203,206.015115
1,204,56.440785
1,205,139.294382
1,206,273.277709
1,207,281.822968
1,208,56.020587
1,209,8.085991
1,210,247.003145
1,211,54.860726
1,212,351.787500
1,213,107.339270
1,214,198.998427
1,215,468.542438
1,216,55.683147
1,217,296.699304
1,218,54.435326
1,219,224.720389
1,220,259.363285
1,221,280.895454
1,222,361.354114
1,223,343.372446
1,224,291.058789
1,225,190.491246
1,226,429.687771
1,227,53.495771
1,228,139.142910
1,229,169.940691
1,230,200.178680
1,231,136.588389
1,232,107.809748
1,233,352.835849
1,234,196.038384
1,235,54.573396
1,236,165.833480
1,237,140.766002
1,238,222.605184
1,239,99.510931
1,240,52.103587
1,241,262.292544
1,242,135.617354
1,243,141.508098
1,244,223.578408
1,245,274.189662
1,246,190.462478
1,247,270.008086
1,248,96.439982
1,249,133.194866
1,250,52.970289
1,251,139.255804
1,252,52.148440
1,253,179.645419
1,254,50.843049
1,255,54.668331
1,256,223.915063
1,257,287.993385
1,258,279.738657
1,259,233.192359
1,260,134.607651
1,261,245.388547
1,262,53.067550
1,263,223.797734
1,264,107.174046
1,265,156.553814
1,266,216.945805
1,267,553.514692
1,268,255.940576
1,269,248.222229
1,270,394.938767
1,271,173.716344
1,272,568.342681
1,273,315.333684
1,274,263.751002
1,275,192.845675
1,276,52.207324
1,277,316.232504
1,278,53.253797
1,279,243.785299
1,280,422.266509
1,281,358.157451
1,282,52.110076
1,283,372.207449
1,284,354.817329
1,285,378.650386
1,286,277.434309
1,287,340.662411
1,288,97.656589
1,289,58.013970
1,290,117.369069
1,291,262.243648
1,292,180.533960
1,293,311.163985
1,294,245.158007
1,295,299.469292
1,296,206.126109
1,297,188.050397
1,298,462.346405
1,299,91.675926
1,300,283.371336
1,301,488.594487
1,302,357.774456
1,303,367.951204
1,304,292.124360
1,305,54.835658
1,306,195.250552
1,307,440.392944
1,308,167.104158
1,309,195.169408
1,310,434.641521
1,311,341.984272
