subtaskID,datapointID,answer
1,0,286.136233
1,1,158.531052
1,2,112.681820
1,3,105.695722
1,4,275.461810
1,5,118.555260
1,6,179.786802
1,7,162.509615
1,8,194.988546
1,9,163.187278
1,10,241.820819
1,11,115.198828
1,12,122.625112
1,13,192.734372
1,14,108.633129
1,15,203.487087
1,16,150.908991
1,17,178.415295
1,18,237.116139
1,19,348.698854
1,20,159.369230
1,21,192.966095
1,22,151.709024
1,23,171.303820
1,24,222.531403
1,25,163.307606
1,26,123.997059
1,27,175.249296
1,28,115.062680
1,29,106.702395
1,30,260.559922
1,31,108.895467
1,32,123.466259
1,33,243.303420
1,34,106.670172
1,35,219.033313
1,36,131.240865
1,37,167.802381
1,38,114.140423
1,39,115.834478
1,40,119.839097
1,41,261.833578
1,42,125.997569
1,43,154.217269
1,44,303.495797
1,45,141.109009
1,46,107.389934
1,47,165.626871
1,48,118.237455
1,49,187.241905
1,50,175.949454
1,51,162.919696
1,52,127.974179
1,53,118.198351
1,54,292.909897
1,55,150.520204
1,56,215.636439
1,57,116.230693
1,58,145.472719
1,59,339.244251
1,60,108.620982
1,61,187.546709
1,62,108.575684
1,63,203.508273
1,64,123.955622
1,65,127.268245
1,66,108.531731
1,67,142.441151
1,68,144.233733
1,69,244.635031
1,70,108.535487
1,71,131.880517
1,72,121.054607
1,73,186.427805
1,74,132.391346
1,75,137.832226
1,76,111.033186
1,77,158.842635
1,78,123.146321
1,79,303.931292
1,80,118.134538
1,81,361.336220
1,82,210.236548
1,83,356.868595
1,84,120.628541
1,85,205.646305
1,86,110.668334
1,87,273.673402
1,88,291.472798
1,89,320.591070
1,90,271.314725
1,91,138.890632
1,92,108.548553
1,93,273.014089
1,94,237.056254
1,95,298.123920
1,96,233.767283
1,97,401.201251
1,98,251.535204
1,99,107.466775
1,100,231.614650
1,101,122.428256
1,102,271.976264
1,103,155.549099
1,104,202.237577
1,105,159.804115
1,106,115.300214
1,107,173.484397
1,108,113.963664
1,109,166.284198
1,110,391.856205
1,111,123.181492
1,112,452.127613
1,113,117.565270
1,114,183.963535
1,115,303.547100
1,116,179.178739
1,117,172.053481
1,118,174.076379
1,119,126.457401
1,120,154.384229
1,121,108.547515
1,122,143.937694
1,123,170.289110
1,124,412.906008
1,125,157.305464
1,126,311.872051
1,127,204.614501
1,128,110.947998
1,129,157.404715
1,130,150.862457
1,131,108.600483
1,132,164.749038
1,133,108.617947
1,134,119.264991
1,135,108.313255
1,136,126.471960
1,137,262.732354
1,138,174.460841
1,139,247.819066
1,140,170.071280
1,141,222.229605
1,142,110.492242
1,143,216.846602
1,144,133.740967
1,145,144.957973
1,146,108.266251
1,147,301.872107
1,148,106.226384
1,149,242.302142
1,150,131.039179
1,151,108.273277
1,152,192.589264
1,153,130.813551
1,154,162.523937
1,155,169.256642
1,156,221.357812
1,157,289.852559
1,158,269.081235
1,159,108.383456
1,160,118.904747
1,161,136.563626
1,162,148.000095
1,163,183.435731
1,164,117.734225
1,165,109.685304
1,166,201.161045
1,167,107.479623
1,168,283.684539
1,169,228.306514
1,170,124.002014
1,171,137.842018
1,172,363.106934
1,173,107.804683
1,174,151.174748
1,175,110.130573
1,176,154.682846
1,177,108.203103
1,178,155.705109
1,179,157.033118
1,180,335.673513
1,181,134.764813
1,182,132.579187
1,183,260.042288
1,184,366.218021
1,185,178.113448
1,186,271.447573
1,187,255.138477
1,188,121.944096
1,189,130.232018
1,190,117.747525
1,191,132.532898
1,192,145.821911
1,193,108.509171
1,194,113.486285
1,195,227.469911
1,196,121.158233
1,197,121.402233
1,198,108.451404
1,199,536.240489
1,200,117.972031
1,201,247.568432
1,202,146.902125
1,203,129.665048
1,204,108.421696
1,205,125.028596
1,206,133.585859
1,207,155.779760
1,208,108.349600
1,209,118.082177
1,210,133.248878
1,211,108.189887
1,212,197.053490
1,213,115.062953
1,214,171.928888
1,215,364.214954
1,216,108.087534
1,217,147.771151
1,218,108.048095
1,219,131.528357
1,220,163.333507
1,221,163.748353
1,222,168.226826
1,223,176.109499
1,224,159.727545
1,225,118.738729
1,226,231.024191
1,227,107.961562
1,228,113.393700
1,229,133.465313
1,230,127.915216
1,231,124.876516
1,232,115.388051
1,233,166.691026
1,234,127.037004
1,235,108.033569
1,236,124.353915
1,237,212.065159
1,238,128.232773
1,239,110.565480
1,240,108.130003
1,241,241.438585
1,242,124.320042
1,243,126.713095
1,244,145.566793
1,245,162.391893
1,246,128.680241
1,247,140.311341
1,248,110.057877
1,249,112.860657
1,250,107.888187
1,251,127.785797
1,252,107.824297
1,253,230.463048
1,254,107.748080
1,255,125.582497
1,256,136.415126
1,257,304.418305
1,258,207.347109
1,259,136.017771
1,260,126.800661
1,261,133.127662
1,262,118.045252
1,263,323.325166
1,264,207.562559
1,265,184.226700
1,266,160.704105
1,267,411.344437
1,268,181.061587
1,269,142.222898
1,270,201.510907
1,271,135.836439
1,272,292.311742
1,273,214.158437
1,274,185.181873
1,275,123.998772
1,276,107.614319
1,277,151.994925
1,278,107.764431
1,279,147.989465
1,280,181.062746
1,281,136.036927
1,282,107.939087
1,283,135.136700
1,284,135.479477
1,285,253.866539
1,286,246.825824
1,287,261.962578
1,288,110.095824
1,289,129.666600
1,290,169.049436
1,291,242.521275
1,292,145.439454
1,293,185.630414
1,294,152.413673
1,295,229.085729
1,296,206.920310
1,297,121.014622
1,298,419.722458
1,299,136.855183
1,300,317.979564
1,301,195.750549
1,302,202.114609
1,303,201.167555
1,304,136.108860
1,305,108.667489
1,306,117.239944
1,307,187.967000
1,308,120.000039
1,309,117.386363
1,310,237.546513
1,311,166.612030
1,312,135.548492
1,313,145.742959
1,314,116.516056
1,315,177.267451
1,316,150.131668
1,317,133.546269
1,318,108.475684
1,319,113.527603
1,320,129.211117
1,321,160.303936
1,322,275.117268
1,323,117.032284
1,324,379.459870
1,325,190.037942
1,326,512.822554
1,327,757.960042
1,328,472.429991
1,329,107.903586
1,330,106.178482
1,331,245.302497
1,332,113.021447
1,333,167.107815
1,334,175.731768
1,335,208.125863
1,336,145.750821
1,337,160.887127
1,338,170.630622
1,339,169.634215
1,340,107.434085
1,341,155.880910
1,342,130.856015
1,343,120.100963
1,344,124.795589
1,345,116.727241
1,346,122.876621
1,347,132.741238
1,348,119.741326
1,349,124.781911
1,350,126.357780
