subtaskID,datapointID,answer
1,0,372.308849
1,1,82.197188
1,2,129.402206
1,3,1.051245
1,4,444.767650
1,5,54.170963
1,6,222.811553
1,7,277.271169
1,8,199.172531
1,9,305.840209
1,10,201.098769
1,11,27.455867
1,12,119.578721
1,13,185.445607
1,14,61.924753
1,15,251.335208
1,16,219.899846
1,17,232.622797
1,18,237.227281
1,19,498.898782
1,20,142.564296
1,21,239.120979
1,22,314.202812
1,23,414.803802
1,24,269.591337
1,25,61.692421
1,26,264.139582
1,27,181.016473
1,28,131.521042
1,29,36.084674
1,30,325.117884
1,31,70.860816
1,32,164.925250
1,33,481.164091
1,34,35.810044
1,35,541.078651
1,36,301.382866
1,37,320.754223
1,38,125.808383
1,39,181.431090
1,40,61.505989
1,41,415.880427
1,42,138.162833
1,43,273.612783
1,44,394.025444
1,45,129.889494
1,46,73.279162
1,47,341.111516
1,48,163.862058
1,49,213.170390
1,50,165.291462
1,51,295.365239
1,52,183.167529
1,53,63.725236
1,54,181.875757
1,55,153.760975
1,56,245.858565
1,57,182.565325
1,58,127.779197
1,59,454.416422
1,60,63.461462
1,61,203.121507
1,62,62.590441
1,63,322.500050
1,64,154.591653
1,65,193.250616
1,66,60.421791
1,67,175.759546
1,68,183.632058
1,69,309.966663
1,70,63.080043
1,71,242.613713
1,72,57.756599
1,73,229.377737
1,74,238.446558
1,75,222.339870
1,76,131.016081
1,77,78.009004
1,78,24.009893
1,79,237.621530
1,80,55.714064
1,81,450.975788
1,82,343.619318
1,83,261.567915
1,84,178.241902
1,85,190.295889
1,86,114.821059
1,87,151.794955
1,88,207.201070
1,89,196.551528
1,90,270.108944
1,91,79.019087
1,92,71.360997
1,93,400.820194
1,94,1048.088940
1,95,925.934857
1,96,713.459590
1,97,662.538165
1,98,519.150350
1,99,22.208752
1,100,560.269075
1,101,187.010232
1,102,487.287818
1,103,318.733204
1,104,492.184237
1,105,316.606948
1,106,158.324741
1,107,330.935199
1,108,97.678598
1,109,298.735692
1,110,488.003377
1,111,200.657197
1,112,544.641324
1,113,140.496105
1,114,470.775721
1,115,1036.678677
1,116,482.507669
1,117,527.543512
1,118,349.937361
1,119,236.147429
1,120,238.702579
1,121,51.379519
1,122,191.283050
1,123,292.358407
1,124,552.108987
1,125,259.027836
1,126,584.268669
1,127,166.221107
1,128,111.959125
1,129,272.793365
1,130,283.197784
1,131,48.879020
1,132,360.958720
1,133,47.946588
1,134,91.424440
1,135,51.643537
1,136,165.865426
1,137,223.157033
1,138,394.517313
1,139,387.817846
1,140,343.230578
1,141,219.639488
1,142,88.111637
1,143,331.820890
1,144,279.563596
1,145,298.237380
1,146,46.715261
1,147,259.206175
1,148,10.034192
1,149,228.706749
1,150,179.931908
1,151,43.291060
1,152,138.067969
1,153,259.777621
1,154,258.253859
1,155,351.365314
1,156,273.770115
1,157,392.129154
1,158,379.600690
1,159,56.697555
1,160,175.422092
1,161,271.367941
1,162,120.789669
1,163,189.347121
1,164,154.836690
1,165,67.615965
1,166,325.387550
1,167,24.464068
1,168,378.157092
1,169,243.777714
1,170,248.584060
1,171,421.925442
1,172,491.667116
1,173,37.280479
1,174,244.065937
1,175,78.871053
1,176,303.171552
1,177,45.220747
1,178,297.422090
1,179,160.505089
1,180,251.462820
1,181,425.049055
1,182,79.611386
1,183,413.177740
1,184,478.747224
1,185,509.795749
1,186,480.030192
1,187,352.515811
1,188,49.336120
1,189,192.182073
1,190,45.414117
1,191,185.834705
1,192,267.232681
1,193,50.030218
1,194,131.541362
1,195,261.021522
1,196,94.212533
1,197,126.890693
1,198,45.330424
1,199,734.790270
1,200,42.733210
1,201,318.750610
1,202,131.618770
1,203,214.437039
1,204,50.396384
1,205,125.476894
1,206,268.357603
1,207,261.763147
1,208,48.505493
1,209,16.651489
1,210,223.902657
1,211,43.286120
1,212,456.537123
1,213,112.492808
1,214,183.217898
1,215,440.443667
1,216,46.987011
