subtaskID,datapointID,answer
1,0,349.211083
1,1,77.641244
1,2,189.224376
1,3,1.147167
1,4,481.614336
1,5,78.350683
1,6,316.635911
1,7,324.296294
1,8,281.704673
1,9,335.690678
1,10,281.635678
1,11,15.528770
1,12,151.944146
1,13,248.960811
1,14,82.962010
1,15,229.115794
1,16,213.940237
1,17,218.089699
1,18,324.547208
1,19,543.817090
1,20,105.516566
1,21,223.607330
1,22,337.837882
1,23,264.135472
1,24,271.140520
1,25,82.344175
1,26,188.314706
1,27,203.674063
1,28,99.188709
1,29,20.228556
1,30,349.042505
1,31,87.829146
1,32,208.141622
1,33,517.886108
1,34,20.078975
1,35,330.906619
1,36,137.862714
1,37,311.274625
1,38,98.932567
1,39,245.192234
1,40,82.377811
1,41,370.843425
1,42,193.710993
1,43,294.532104
1,44,412.826188
1,45,100.036001
1,46,40.486991
1,47,350.319534
1,48,106.096161
1,49,169.433436
1,50,158.980397
1,51,274.716698
1,52,245.810352
1,53,83.494061
1,54,246.035238
1,55,111.719460
1,56,259.004403
1,57,245.810008
1,58,101.758332
1,59,463.275171
1,60,83.798997
1,61,213.935724
1,62,83.324585
1,63,311.452449
1,64,202.552432
1,65,251.248869
1,66,82.143403
1,67,168.448080
1,68,203.719289
1,69,340.780191
1,70,83.591253
1,71,347.272776
1,72,80.399692
1,73,320.541705
1,74,345.038658
1,75,315.308426
1,76,158.494184
1,77,92.261744
1,78,13.651878
1,79,327.397179
1,80,79.137792
1,81,463.157933
1,82,309.340875
1,83,297.674289
1,84,105.056408
1,85,274.945130
1,86,149.673366
1,87,203.955536
1,88,286.844162
1,89,281.216136
1,90,365.102972
1,91,80.858786
1,92,88.101576
1,93,386.134486
1,94,564.708627
1,95,620.943281
1,96,473.969144
1,97,499.670975
1,98,379.461807
1,99,61.330201
1,100,416.355721
1,101,100.348419
1,102,453.307117
1,103,292.033566
1,104,380.362850
1,105,181.009581
1,106,156.277326
1,107,303.784128
1,108,80.857981
1,109,229.968173
1,110,486.844860
1,111,107.373502
1,112,425.609772
1,113,93.573560
1,114,226.039718
1,115,524.500411
1,116,480.962639
1,117,413.524597
1,118,242.747621
1,119,116.913998
1,120,172.550610
1,121,77.218418
