subtaskID,datapointID,answer
1,0,289.057683
1,1,161.233249
1,2,114.660865
1,3,107.838408
1,4,282.916214
1,5,126.313711
1,6,189.007189
1,7,168.439338
1,8,206.143303
1,9,168.403820
1,10,240.887117
1,11,122.109143
1,12,130.965476
1,13,203.704176
1,14,110.707010
1,15,207.905794
1,16,155.523203
1,17,181.825393
1,18,239.407248
1,19,351.853666
1,20,160.616568
1,21,197.699117
1,22,155.481435
1,23,174.250736
1,24,215.708441
1,25,161.474595
1,26,124.659090
1,27,172.100148
1,28,116.463830
1,29,108.821501
1,30,260.175872
1,31,110.963203
1,32,130.681941
1,33,251.106527
1,34,108.790032
1,35,220.878701
1,36,130.905019
1,37,173.040711
1,38,115.635193
1,39,117.739676
1,40,127.888275
1,41,260.517445
1,42,134.615381
1,43,158.573943
1,44,296.070411
1,45,142.481383
1,46,109.492935
1,47,166.374319
1,48,119.294174
1,49,182.884128
1,50,172.579597
1,51,167.901591
1,52,136.117958
1,53,125.359206
1,54,282.156102
1,55,155.928860
1,56,209.352395
1,57,118.126610
1,58,146.917533
1,59,336.781199
1,60,110.695148
1,61,192.854036
1,62,110.650911
1,63,207.460145
1,64,131.551930
1,65,134.893892
1,66,110.607987
1,67,147.713937
1,68,148.994894
1,69,241.954678
1,70,110.611655
1,71,139.825861
1,72,129.716914
1,73,196.244845
1,74,140.681169
1,75,149.808563
1,76,113.050848
1,77,166.887166
1,78,127.388784
1,79,310.302716
1,80,125.368176
1,81,358.629785
1,82,215.188882
1,83,345.897404
1,84,121.405484
1,85,205.471606
1,86,112.694542
1,87,275.565830
1,88,294.073339
1,89,319.994185
1,90,276.176474
1,91,141.112276
1,92,110.624415
1,93,265.298397
1,94,230.281102
1,95,300.517231
1,96,230.447419
1,97,385.330207
1,98,241.858705
1,99,109.567977
1,100,223.544262
1,101,122.923843
1,102,261.192182
1,103,158.464661
1,104,208.027362
1,105,162.270212
1,106,116.811543
1,107,178.634646
1,108,115.393129
1,109,170.807478
1,110,379.381849
1,111,123.649146
1,112,432.417856
1,113,118.642879
1,114,186.380718
1,115,293.899919
1,116,183.363114
1,117,173.737529
1,118,178.385417
1,119,126.601404
1,120,158.385052
1,121,110.623401
1,122,149.809951
1,123,177.495717
1,124,403.547266
1,125,161.417905
1,126,310.300070
1,127,198.639167
1,128,112.967656
1,129,161.326642
1,130,154.796591
1,131,110.675128
1,132,168.064685
1,133,110.692183
1,134,125.687971
1,135,110.394629
1,136,134.187549
1,137,260.743582
1,138,179.302718
1,139,245.380300
1,140,175.291186
1,141,221.256982
1,142,112.522575
1,143,222.636022
1,144,141.393220
1,145,156.838686
1,146,110.348726
1,147,298.166448
1,148,108.356641
1,149,245.202973
1,150,140.465654
1,151,110.355587
1,152,196.396988
1,153,137.358108
1,154,167.769736
1,155,174.130827
1,156,229.669511
1,157,282.876789
1,158,267.283287
1,159,110.463185
1,160,120.066722
1,161,145.646830
1,162,149.429392
1,163,188.211771
1,164,119.101090
1,165,111.734539
1,166,206.033804
1,167,109.580524
1,168,275.658298
1,169,220.934970
1,170,125.034303
1,171,137.786223
1,172,348.891586
1,173,109.897969
1,174,155.318048
1,175,112.169378
1,176,158.790699
1,177,110.287057
1,178,159.749579
1,179,162.719610
1,180,326.763488
1,181,134.837683
1,182,138.084883
1,183,259.744184
1,184,355.616401
1,185,180.901284
1,186,269.879836
1,187,256.381662
1,188,131.227169
1,189,139.107089
1,190,124.776361
1,191,142.565985
1,192,159.927990
1,193,110.585956
1,194,115.446487
1,195,226.179182
1,196,128.855712
1,197,127.525639
1,198,110.529541
1,199,560.657987
1,200,125.245120
1,201,245.181859
1,202,152.094362
1,203,138.054376
1,204,110.500530
1,205,133.241372
1,206,141.598191
1,207,175.141837
1,208,110.430122
1,209,126.600243
1,210,142.195860
1,211,110.274151
1,212,199.658087
1,213,116.420372
1,214,174.356648
1,215,375.560054
1,216,110.174195
1,217,162.437527
1,218,110.135680
1,219,140.159195
1,220,167.953767
1,221,167.880492
1,222,171.167796
1,223,181.102235
1,224,162.318037
1,225,120.300689
1,226,233.980717
1,227,110.051173
1,228,115.356070
1,229,145.009272
1,230,135.775220
1,231,133.199788
1,232,116.730139
1,233,170.750806
1,234,134.561135
1,235,110.121494
1,236,131.513160
1,237,206.962257
1,238,135.301161
1,239,112.594098
1,240,110.215669
1,241,241.859498
1,242,132.442482
1,243,135.741881
1,244,149.594534
1,245,167.582913
1,246,137.270860
1,247,151.730584
1,248,112.098384
1,249,114.835512
1,250,109.979518
1,251,137.431057
1,252,109.917123
1,253,229.589335
1,254,109.842692
1,255,129.827269
1,256,147.854345
1,257,299.343463
1,258,217.383917
1,259,146.646474
1,260,136.148196
1,261,142.077483
1,262,125.601781
1,263,318.758609
1,264,208.208223
1,265,194.703296
1,266,159.507160
1,267,422.355914
1,268,199.424002
1,269,156.734080
1,270,229.049621
1,271,140.449604
1,272,290.697011
1,273,227.115383
1,274,195.074199
1,275,130.061357
1,276,109.712065
1,277,155.780787
1,278,109.858660
1,279,152.353555
1,280,185.352600
1,281,136.059423
1,282,110.029225
1,283,135.478640
1,284,135.551039
1,285,252.170750
1,286,245.132614
1,287,252.366948
1,288,112.135443
1,289,134.409443
1,290,173.525024
1,291,254.709671
1,292,162.976362
1,293,197.443272
1,294,157.248559
1,295,229.357415
1,296,207.038443
1,297,121.985713
1,298,405.400777
1,299,142.413909
1,300,309.425857
1,301,194.385028
1,302,206.818935
1,303,210.352231
1,304,144.846272
1,305,110.740565
1,306,119.112220
1,307,193.896859
1,308,121.051481
1,309,119.255209
1,310,242.960761
1,311,178.476516
1,312,144.085163
1,313,161.027155
1,314,117.911455
1,315,181.431865
1,316,158.035874
1,317,141.381305
1,318,110.553253
1,319,115.486837
1,320,129.774163
1,321,164.966006
1,322,270.970215
1,323,118.127522
1,324,370.155119
1,325,185.171617
1,326,496.087534
1,327,722.435459
1,328,461.655050
1,329,109.994556
1,330,108.309861
1,331,249.873504
1,332,114.560433
1,333,165.511668
1,334,185.249302
1,335,210.945037
1,336,150.213218
1,337,164.446270
1,338,174.439086
1,339,176.293570
1,340,109.536053
1,341,160.858781
1,342,139.360024
1,343,127.680630
1,344,131.980133
1,345,118.611527
1,346,130.319982
1,347,132.177343
1,348,121.555010
1,349,126.477525
1,350,133.220575
1,351,121.163767
1,352,156.033882
1,353,112.366824
1,354,162.131863
1,355,164.440254
1,356,110.195657
1,357,197.128413
1,358,110.323508
1,359,115.413436
1,360,108.381035
1,361,112.408905
1,362,185.108572
1,363,197.792401
1,364,155.191523
1,365,171.316846
1,366,126.911856
1,367,131.158919
1,368,169.528123
1,369,149.659617
1,370,119.576835
1,371,196.910266
1,372,193.994248
1,373,171.070624
1,374,160.817153
1,375,163.208989
1,376,116.555685
1,377,192.482134
1,378,117.267602
1,379,179.975406
1,380,110.584521
1,381,155.738634
1,382,118.503966
1,383,159.268361
1,384,110.378861
1,385,117.167917
1,386,433.554783
1,387,378.226714
1,388,348.121464
1,389,176.762775
1,390,108.276544
1,391,179.683429
1,392,258.857713
1,393,201.874045
1,394,206.049103
1,395,154.437593
1,396,110.044259
1,397,142.985085
1,398,224.056120
1,399,256.586674
1,400,342.511339
1,401,580.657223
1,402,716.565446
1,403,351.859800
1,404,252.840524
1,405,110.789853
1,406,266.269510
1,407,129.570494
1,408,372.464957
1,409,578.542012
1,410,454.388727
1,411,596.195123
1,412,168.813562
1,413,240.669139
1,414,183.837594
1,415,222.687457
1,416,249.208940
1,417,163.240888
1,418,132.495532
1,419,555.942976
1,420,108.693262
1,421,163.414602
1,422,454.457987
1,423,164.462566
1,424,176.320046
1,425,172.935391
1,426,170.972348
1,427,264.762365
1,428,191.459617
1,429,151.273833
1,430,400.403992
1,431,118.462285
1,432,444.036546
1,433,318.246119
1,434,122.109692
1,435,187.057398
1,436,110.772602
1,437,132.174874
1,438,156.497258
1,439,222.166389
1,440,250.151971
1,441,114.691519
1,442,224.003930
1,443,123.089632
1,444,166.359095
1,445,241.839128
1,446,112.825208
1,447,161.756000
1,448,474.142813
1,449,292.371164
1,450,110.033700
1,451,369.296435
1,452,297.446614
1,453,284.240831
1,454,110.232228
1,455,167.965423
1,456,123.307494
1,457,194.515998
1,458,164.284184
1,459,265.590893
1,460,241.873650
1,461,339.787150
1,462,233.290568
1,463,696.290928
1,464,209.931395
1,465,281.110725
1,466,190.930819
1,467,261.432560
1,468,110.785904
1,469,133.908423
1,470,262.157342
1,471,354.050763
1,472,527.184689
1,473,124.061315
1,474,160.646167
1,475,129.896350
1,476,121.371440
1,477,157.718341
1,478,165.635245
