subtaskID,datapointID,answer
1,0,334.490528
1,1,104.592216
1,2,156.283817
1,3,36.165293
1,4,426.049830
1,5,79.974223
1,6,272.866045
1,7,270.661013
1,8,263.191797
1,9,297.389961
1,10,266.510294
1,11,49.618508
1,12,126.699800
1,13,263.050175
1,14,82.713493
1,15,239.438459
1,16,208.370801
1,17,217.656383
1,18,290.080627
1,19,485.972235
1,20,126.470673
1,21,232.455839
1,22,291.046928
1,23,270.129359
1,24,258.185265
1,25,83.499106
1,26,160.961188
1,27,179.302568
1,28,97.045313
1,29,54.256356
1,30,323.166265
1,31,86.101640
1,32,173.582302
1,33,466.032922
1,34,54.473380
1,35,328.534608
1,36,129.894818
1,37,289.535982
1,38,93.680325
1,39,214.635936
1,40,86.314520
1,41,350.876043
1,42,170.637122
1,43,271.250643
1,44,375.677265
1,45,112.952806
1,46,66.223561
1,47,317.960516
1,48,105.206422
1,49,173.680555
1,50,149.869150
1,51,265.877642
1,52,219.387844
1,53,86.259825
1,54,220.139266
1,55,133.396635
1,56,248.990792
1,57,218.692402
1,58,114.061602
1,59,429.215443
1,60,85.071479
1,61,219.013509
1,62,84.347851
1,63,310.493470
1,64,168.614937
1,65,221.582557
1,66,83.310970
1,67,158.308650
1,68,187.670440
1,69,309.513158
1,70,82.809972
1,71,286.396454
1,72,85.536174
1,73,299.816789
1,74,283.371992
1,75,265.114113
1,76,127.820948
1,77,113.347463
1,78,49.695219
1,79,335.476486
1,80,79.860485
1,81,439.848734
1,82,303.728659
1,83,298.711558
1,84,102.361064
1,85,243.412480
1,86,120.614691
1,87,228.491235
1,88,284.760279
1,89,283.936234
1,90,344.923733
1,91,97.297987
1,92,83.061861
1,93,348.059589
1,94,481.889354
1,95,544.085166
1,96,418.707347
1,97,454.911621
1,98,320.378537
1,99,66.481512
1,100,338.343762
1,101,94.062997
1,102,395.991370
1,103,252.245554
1,104,351.713240
1,105,180.294017
1,106,124.689019
1,107,281.171154
1,108,83.532566
1,109,229.442739
1,110,443.062593
1,111,105.315073
1,112,432.864772
1,113,95.784998
1,114,238.925525
1,115,482.691260
1,116,421.451778
1,117,360.463047
1,118,247.899480
1,119,115.169960
1,120,175.971505
1,121,79.853139
1,122,210.136668
1,123,289.718425
1,124,418.124768
1,125,213.230418
1,126,445.604997
1,127,124.842130
1,128,125.454452
1,129,216.871312
1,130,267.450650
1,131,80.369747
1,132,267.883292
1,133,81.109088
1,134,122.257743
1,135,82.071759
1,136,206.754438
1,137,300.589462
1,138,337.761843
1,139,354.517719
1,140,310.146689
1,141,185.272438
1,142,117.702831
1,143,307.508612
1,144,316.244695
1,145,378.985228
1,146,78.438725
1,147,335.230916
1,148,46.011954
1,149,292.276536
1,150,232.247988
1,151,79.346065
1,152,188.417213
1,153,304.461493
1,154,260.648598
1,155,327.337271
1,156,336.476409
1,157,367.052571
1,158,426.953115
1,159,81.056804
1,160,136.476580
1,161,321.815871
1,162,139.764199
1,163,221.374126
1,164,147.629409
1,165,102.081002
1,166,312.512996
1,167,66.686121
1,168,304.709135
1,169,231.193972
1,170,218.053772
1,171,307.971832
1,172,411.764165
1,173,71.165989
1,174,227.054743
1,175,110.657314
1,176,306.269830
1,177,77.087052
1,178,296.671660
1,179,156.376713
1,180,329.174236
1,181,282.477408
1,182,93.245864
1,183,420.071831
1,184,389.755531
1,185,390.728408
1,186,463.818632
1,187,355.098811
1,188,83.290137
1,189,232.565699
1,190,78.075566
1,191,235.022838
1,192,329.233782
1,193,79.256339
1,194,163.618498
1,195,285.580602
1,196,121.963484
1,197,163.528356
1,198,78.554974
1,199,696.878591
1,200,77.765435
1,201,323.310666
1,202,142.906204
1,203,238.974300
1,204,78.034462
1,205,162.898596
1,206,304.700313
1,207,336.772252
1,208,77.832540
1,209,50.026547
1,210,278.028999
1,211,76.376984
1,212,348.469182
1,213,88.294280
1,214,190.267198
1,215,497.849262
1,216,77.019308
1,217,342.957059
1,218,75.977189
1,219,259.042645
1,220,217.448888
1,221,226.855704
1,222,272.798957
1,223,291.407780
1,224,187.334389
1,225,203.788288
1,226,387.029344
1,227,74.387462
1,228,165.465925
1,229,205.754702
1,230,225.285437
1,231,158.229820
1,232,89.411494
1,233,307.631633
1,234,219.285755
1,235,75.136874
1,236,184.317982
1,237,165.852437
1,238,251.300328
1,239,118.769257
1,240,76.599916
1,241,304.232637
1,242,154.525795
1,243,168.493754
1,244,227.102875
1,245,269.010410
1,246,215.676607
1,247,320.546269
1,248,108.603603
1,249,155.991527
1,250,72.010057
1,251,168.734890
1,252,70.897385
1,253,223.687422
1,254,69.942334
1,255,74.913220
1,256,257.071757
1,257,291.299730
1,258,326.653972
1,259,274.637468
1,260,163.046655
1,261,277.927246
1,262,68.546380
1,263,269.298176
1,264,132.263300
1,265,195.587465
1,266,245.298761
1,267,530.277615
1,268,232.639554
1,269,262.267747
1,270,368.120931
1,271,180.532560
1,272,433.377881
1,273,332.673546
1,274,269.266963
1,275,211.161444
1,276,68.649213
1,277,292.009701
1,278,70.254554
1,279,235.001413
1,280,353.826700
1,281,296.484860
1,282,72.587201
1,283,329.660093
1,284,291.418073
1,285,287.165670
1,286,271.898666
1,287,343.743447
1,288,110.834019
1,289,79.294549
1,290,114.032941
1,291,274.977036
1,292,225.202637
1,293,312.217128
1,294,251.841955
1,295,358.403041
1,296,237.118261
1,297,152.715643
1,298,459.239438
1,299,96.995745
1,300,286.579575
1,301,375.932149
1,302,348.480112
1,303,345.513700
1,304,323.175865
1,305,82.201575
1,306,231.170643
1,307,414.685702
1,308,141.997837
1,309,235.757379
1,310,429.028981
1,311,361.722274
1,312,325.054762
1,313,294.020151
1,314,123.262000
1,315,372.910774
1,316,284.222278
1,317,306.310069
1,318,82.615643
1,319,169.706197
1,320,246.911702
1,321,323.380218
1,322,310.974826
1,323,84.824081
1,324,370.513111
1,325,105.816534
1,326,413.011538
1,327,452.132289
1,328,418.165897
1,329,73.483947
1,330,45.149124
1,331,300.028008
1,332,80.600579
1,333,270.222857
1,334,184.857413
1,335,281.445060
1,336,159.070730
1,337,295.228041
1,338,262.441266
1,339,189.690175
1,340,65.354807
1,341,175.831280
1,342,247.969824
1,343,105.948849
1,344,189.866298
1,345,215.966479
1,346,149.686164
1,347,122.627371
1,348,272.626056
1,349,346.103085
1,350,229.911733
1,351,171.386117
1,352,158.918782
1,353,115.864670
1,354,250.101188
1,355,275.351797
1,356,73.306669
1,357,276.240223
1,358,76.949325
1,359,165.250897
1,360,45.031530
1,361,117.627902
1,362,293.031309
1,363,340.161918
1,364,247.789215
1,365,314.501211
1,366,225.536804
1,367,122.650202
1,368,280.595626
1,369,289.349820
1,370,165.877983
1,371,257.664480
1,372,256.793968
1,373,345.980910
1,374,239.494418
1,375,262.587868
1,376,96.191404
1,377,433.418897
1,378,71.730019
1,379,275.109524
1,380,80.624873
1,381,198.215328
1,382,170.540826
1,383,311.759334
1,384,79.523603
1,385,201.086835
1,386,689.244715
1,387,647.498233
1,388,327.813120
1,389,316.932339
1,390,43.809601
1,391,364.697380
1,392,341.768623
1,393,394.466928
1,394,302.288148
1,395,257.976856
1,396,73.355223
1,397,94.951923
1,398,420.009851
1,399,247.782299
1,400,375.750894
1,401,423.723341
1,402,451.416360
1,403,390.641011
1,404,381.847324
1,405,88.414074
1,406,380.041510
1,407,254.434432
1,408,574.584791
1,409,459.991818
1,410,376.257119
1,411,408.384343
1,412,80.870803
1,413,364.776932
1,414,371.123581
1,415,424.937408
1,416,545.441720
1,417,273.901682
1,418,243.279317
1,419,412.690260
1,420,50.741789
1,421,200.524637
1,422,331.892869
1,423,368.025421
1,424,352.649479
1,425,276.625971
1,426,351.069955
1,427,347.535887
1,428,107.056982
1,429,118.220821
1,430,484.603120
1,431,136.259293
1,432,342.755994
1,433,428.416160
1,434,82.312322
1,435,388.940486
1,436,83.379732
1,437,166.014578
1,438,164.997732
1,439,260.448533
1,440,304.623277
1,441,160.857800
1,442,326.516176
1,443,64.431255
1,444,278.426154
1,445,343.948433
1,446,73.602069
1,447,109.282101
1,448,480.642390
1,449,338.251311
1,450,74.216681
1,451,445.926073
1,452,315.592604
1,453,408.735738
1,454,74.427195
1,455,256.289887
1,456,79.909100
1,457,407.315136
1,458,203.275207
1,459,375.453580
1,460,320.065269
1,461,370.062286
1,462,290.986511
1,463,526.139694
1,464,342.426792
1,465,534.893280
1,466,400.675160
1,467,519.661997
1,468,80.861147
1,469,212.193718
1,470,114.717268
1,471,408.909048
1,472,494.563565
1,473,88.508256
1,474,251.647827
1,475,83.553978
1,476,217.161706
1,477,201.880595
1,478,209.018300
1,479,84.626753
1,480,340.287063
1,481,85.375544
1,482,308.965767
1,483,83.474600
1,484,99.592281
1,485,415.087308
1,486,299.201255
1,487,393.484276
1,488,293.154194
1,489,106.954349
1,490,167.588601
1,491,236.212534
1,492,350.133862
1,493,73.143732
1,494,404.300526
1,495,83.100121
1,496,86.301464
1,497,404.910100
1,498,125.205232
1,499,336.291746
1,500,369.766515
1,501,112.443416
1,502,263.999326
1,503,306.009928
1,504,49.507850
1,505,259.092274
1,506,81.168021
1,507,374.201135
1,508,481.482224
1,509,404.112356
1,510,459.814049
1,511,264.212655
1,512,305.981301
1,513,324.234662
1,514,268.966251
1,515,382.338045
1,516,324.465670
1,517,257.032720
1,518,102.961175
1,519,237.342454
1,520,274.948482
1,521,353.450388
1,522,97.396696
1,523,208.323486
1,524,367.503604
1,525,99.166495
1,526,527.585784
1,527,155.048655
1,528,342.663321
1,529,314.515099
1,530,202.078578
1,531,80.423460
1,532,287.661130
1,533,81.104359
1,534,320.394579
1,535,195.558444
1,536,255.162324
1,537,278.700246
1,538,68.515735
1,539,227.067066
1,540,369.366589
1,541,290.771888
1,542,286.805081
1,543,117.156939
1,544,213.389936
1,545,312.549083
1,546,359.192843
1,547,453.865936
1,548,44.138796
1,549,254.885130
1,550,365.051082
1,551,79.811669
1,552,287.295319
1,553,78.207544
1,554,104.263274
