subtaskID,datapointID,answer
1,0,341.200543
1,1,105.305213
1,2,191.276290
1,3,0.858404
1,4,485.076168
1,5,78.626318
1,6,340.867700
1,7,313.760055
1,8,311.098418
1,9,314.791909
1,10,277.379301
1,11,1.768380
1,12,140.761953
1,13,283.542455
1,14,80.203439
1,15,219.236720
1,16,192.866633
1,17,210.208257
1,18,332.027284
1,19,520.643919
1,20,101.932165
1,21,212.978239
1,22,314.828917
1,23,197.014707
1,24,239.488350
1,25,79.939416
1,26,143.625606
1,27,192.280861
1,28,80.629509
1,29,2.423647
1,30,331.913360
1,31,81.100020
1,32,192.849912
1,33,495.755337
1,34,2.564158
1,35,261.832688
1,36,83.480315
1,37,279.775687
1,38,80.927931
1,39,237.960450
1,40,79.987909
1,41,320.400383
1,42,191.969532
1,43,278.152240
1,44,386.312672
1,45,93.649315
1,46,4.588104
1,47,333.847790
1,48,81.689773
1,49,143.559323
1,50,142.593171
1,51,240.090327
1,52,237.423695
1,53,80.435352
1,54,239.110223
1,55,83.008586
1,56,239.342854
1,57,238.539537
1,58,96.698445
1,59,421.134019
1,60,81.660535
1,61,215.003898
1,62,81.683617
1,63,302.437132
1,64,193.294276
1,65,238.268991
1,66,81.712191
1,67,143.651666
1,68,193.377547
1,69,318.077251
1,70,81.937111
1,71,349.017776
1,72,80.796125
1,73,340.757483
1,74,348.916528
1,75,314.895698
1,76,144.216241
1,77,105.585152
1,78,19.418664
1,79,372.953148
1,80,80.899613
1,81,456.105515
1,82,299.087615
1,83,282.535906
1,84,82.617169
1,85,278.300578
1,86,143.846577
1,87,226.047592
1,88,297.562104
1,89,292.266367
1,90,395.269950
1,91,96.288761
1,92,82.912427
1,93,374.117766
1,94,435.971104
1,95,532.128768
1,96,416.871468
1,97,456.355232
1,98,316.539452
1,99,76.155332
1,100,350.708819
1,101,77.768415
1,102,413.836751
1,103,274.600273
1,104,317.383715
1,105,140.772623
1,106,138.902378
1,107,276.573155
1,108,76.706750
1,109,192.391901
1,110,447.619420
1,111,78.631244
1,112,357.641487
1,113,77.763066
1,114,144.941739
1,115,359.141699
1,116,442.634423
1,117,350.273431
1,118,193.769072
1,119,79.544543
1,120,140.928375
1,121,78.073106
1,122,233.841515
1,123,313.181173
1,124,351.281165
1,125,191.562602
1,126,441.441408
1,127,79.934275
1,128,140.021347
1,129,192.012674
1,130,276.037817
1,131,78.274442
1,132,237.790758
1,133,78.296395
1,134,138.283252
1,135,78.576338
1,136,234.297232
1,137,347.033381
1,138,349.597736
1,139,382.863565
1,140,314.729336
1,141,142.369698
1,142,139.467914
1,143,299.301284
1,144,409.672558
1,145,439.527433
1,146,78.632048
1,147,381.247657
1,148,1.032868
1,149,313.976598
1,150,274.418306
1,151,78.639661
1,152,190.938402
1,153,378.913232
1,154,276.108012
1,155,348.877785
1,156,380.822344
1,157,384.216647
1,158,443.834751
1,159,79.419965
1,160,140.229511
1,161,409.853514
1,162,201.468884
1,163,290.226204
1,164,187.206328
1,165,136.952628
1,166,428.695641
1,167,76.012600
1,168,339.369103
1,169,274.671072
1,170,273.093251
1,171,379.007683
1,172,440.948646
1,173,76.753295
1,174,234.312005
1,175,137.752840
1,176,345.587640
1,177,77.209915
1,178,311.617063
1,179,138.870244
1,180,379.472871
1,181,196.542751
1,182,76.679636
1,183,413.858918
1,184,321.100033
1,185,382.265301
1,186,444.532385
1,187,381.847030
1,188,76.761758
1,189,273.798610
1,190,76.591505
1,191,273.638320
1,192,378.361116
1,193,77.905649
1,194,190.033873
1,195,312.572805
1,196,138.121731
1,197,188.875339
1,198,77.865273
1,199,434.631960
1,200,76.792462
1,201,348.680633
1,202,138.592086
1,203,275.182299
1,204,78.251148
1,205,189.123600
1,206,378.632456
1,207,378.756289
1,208,78.293010
1,209,1.309056
1,210,345.266894
1,211,78.169233
1,212,260.521708
1,213,78.058555
1,214,220.985577
1,215,585.307169
1,216,78.467427
1,217,409.598803
1,218,78.297525
1,219,311.284246
1,220,192.352534
1,221,193.585693
1,222,238.716108
1,223,278.110535
1,224,142.208018
1,225,234.245318
1,226,381.782690
1,227,78.388936
1,228,191.192308
1,229,233.812656
1,230,274.908610
1,231,189.378870
1,232,78.576304
1,233,314.867847
1,234,274.280778
1,235,78.889246
1,236,233.804308
1,237,190.841423
1,238,311.654555
1,239,140.008207
1,240,78.512244
1,241,347.917274
1,242,189.547221
1,243,190.536565
1,244,235.730091
1,245,276.697628
1,246,273.470109
1,247,378.790576
1,248,139.706262
1,249,190.712209
1,250,78.960860
1,251,190.275818
1,252,78.868060
1,253,235.938946
1,254,78.686598
1,255,95.558365
1,256,311.820325
1,257,280.360984
1,258,379.847325
1,259,313.738715
1,260,189.723575
1,261,346.456337
1,262,78.007412
1,263,278.875914
1,264,139.853606
1,265,222.457198
1,266,311.944104
1,267,468.534110
1,268,272.402654
1,269,343.114447
1,270,467.772807
1,271,254.315547
1,272,484.291091
1,273,459.989982
1,274,374.071017
1,275,271.730413
1,276,76.207601
1,277,345.216683
1,278,76.468786
1,279,273.028552
1,280,348.539395
1,281,312.218828
1,282,76.392363
1,283,378.459883
1,284,312.288170
1,285,238.914768
1,286,276.335208
1,287,380.232169
1,288,137.767952
1,289,97.712554
1,290,91.118925
1,291,275.751123
1,292,233.491415
1,293,313.259836
1,294,273.891835
1,295,408.968220
1,296,273.844132
1,297,140.985420
1,298,447.350689
1,299,76.952734
1,300,278.083126
1,301,371.954774
1,302,398.942764
1,303,349.390318
1,304,408.760833
1,305,77.602849
1,306,274.270460
1,307,442.401098
1,308,138.230255
1,309,274.345151
1,310,473.577416
1,311,411.386117
1,312,379.646706
1,313,346.107773
1,314,138.022377
1,315,381.903514
1,316,311.643443
1,317,407.787230
1,318,78.186450
1,319,190.233672
1,320,273.947334
1,321,378.562871
1,322,347.584096
1,323,76.814625
1,324,413.668910
1,325,78.492371
1,326,417.788995
1,327,450.276004
1,328,417.263254
1,329,77.799929
1,330,0.858404
1,331,313.648201
1,332,77.074652
1,333,310.722452
1,334,267.721735
1,335,335.230991
1,336,186.763304
1,337,377.887107
1,338,274.704113
1,339,189.775226
1,340,75.431986
1,341,188.755614
1,342,343.371918
1,343,136.175266
1,344,231.662379
1,345,273.172343
1,346,187.094322
1,347,78.824422
1,348,345.143922
1,349,466.293436
1,350,272.515704
1,351,188.134693
1,352,138.704998
1,353,137.686521
1,354,235.183984
1,355,275.253401
1,356,76.733833
1,357,310.508629
1,358,76.669455
1,359,189.386178
1,360,0.858404
1,361,137.870784
1,362,237.907960
1,363,325.581562
1,364,273.018369
1,365,346.004463
1,366,233.841814
1,367,137.136117
1,368,275.632063
1,369,344.335259
1,370,188.522771
1,371,236.293254
1,372,274.472563
1,373,379.114189
1,374,234.978402
1,375,235.919793
1,376,77.109396
1,377,444.078715
1,378,0.918834
1,379,276.630784
1,380,77.440197
1,381,190.547985
1,382,188.072261
1,383,346.684659
1,384,77.451757
1,385,234.396762
1,386,594.860492
1,387,459.894957
1,388,367.323518
1,389,382.745238
1,390,0.998106
1,391,443.849328
1,392,384.214041
1,393,444.754083
1,394,399.357622
1,395,312.203057
1,396,78.027373
1,397,77.965811
1,398,485.820963
1,399,299.557873
1,400,410.034265
1,401,448.695357
1,402,353.353654
1,403,410.592061
1,404,394.292714
1,405,80.542364
1,406,391.142964
1,407,196.482591
1,408,482.222395
1,409,363.815622
1,410,287.758117
1,411,358.138714
1,412,78.916866
1,413,352.309507
1,414,351.389360
1,415,387.665373
1,416,480.479875
1,417,277.398816
1,418,237.749893
1,419,419.162522
1,420,1.658557
1,421,192.173387
1,422,246.824722
1,423,412.931139
1,424,383.268840
1,425,278.308967
1,426,382.620107
1,427,319.746865
1,428,80.825068
1,429,80.875476
1,430,479.932967
1,431,141.361461
1,432,341.892379
1,433,419.790096
1,434,79.097643
1,435,415.421484
1,436,80.744564
1,437,191.324117
1,438,142.705208
1,439,277.745252
1,440,281.384233
1,441,192.685156
1,442,376.889940
1,443,76.303551
1,444,313.483773
1,445,348.647017
1,446,77.525972
1,447,100.535374
1,448,502.939301
1,449,370.072069
1,450,78.687385
1,451,392.026686
1,452,267.484064
1,453,406.989584
1,454,78.794508
1,455,255.182041
1,456,78.156343
1,457,415.030033
1,458,191.487708
1,459,388.225520
1,460,349.237929
1,461,321.101834
1,462,279.540987
